1,0,0,1,0
0,0,1,0,1
0,1,0,1,0
1,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,0
0,2,0,0,2
2,0,0,2,0
0,0,2,0,2
0,2,0,2,2
2,0,2,2,1
0,2,2,1,1
2,2,1,1,0
2,1,1,0,5
1,1,0,5,3
1,0,5,3,2
0,5,3,2,4
5,3,2,4,6
3,2,4,6,6
2,4,6,6,13
4,6,6,13,17
6,6,13,17,14
6,13,17,14,21
13,17,14,21,21
17,14,21,21,17
14,21,21,17,17
21,21,17,17,13
21,17,17,13,25
17,17,13,25,28
17,13,25,28,21
13,25,28,21,23
25,28,21,23,27
28,21,23,27,23
21,23,27,23,28
23,27,23,28,27
27,23,28,27,14
23,28,27,14,27
28,27,14,27,22
27,14,27,22,35
14,27,22,35,23
27,22,35,23,39
22,35,23,39,11
35,23,39,11,22
23,39,11,22,33
39,11,22,33,35
11,22,33,35,27
22,33,35,27,18
33,35,27,18,31
35,27,18,31,17
27,18,31,17,18
18,31,17,18,39
31,17,18,39,23
17,18,39,23,47
18,39,23,47,33
39,23,47,33,27
23,47,33,27,24
47,33,27,24,37
33,27,24,37,53
27,24,37,53,102
24,37,53,102,80
37,53,102,80,42
53,102,80,42,58
102,80,42,58,47
80,42,58,47,28
42,58,47,28,64
58,47,28,64,69
47,28,64,69,67
28,64,69,67,48
64,69,67,48,51
69,67,48,51,33
67,48,51,33,32
48,51,33,32,77
51,33,32,77,58
33,32,77,58,46
32,77,58,46,26
77,58,46,26,61
58,46,26,61,27
46,26,61,27,21
26,61,27,21,45
61,27,21,45,48
27,21,45,48,52
21,45,48,52,56
45,48,52,56,52
48,52,56,52,28
52,56,52,28,43
56,52,28,43,46
52,28,43,46,50
28,43,46,50,59
43,46,50,59,45
46,50,59,45,41
50,59,45,41,32
59,45,41,32,23
45,41,32,23,16
41,32,23,16,39
32,23,16,39,29
23,16,39,29,30
16,39,29,30,27
39,29,30,27,13
29,30,27,13,14
30,27,13,14,39
27,13,14,39,37
13,14,39,37,28
14,39,37,28,31
39,37,28,31,29
37,28,31,29,30
28,31,29,30,29
31,29,30,29,57
29,30,29,57,59
30,29,57,59,63
29,57,59,63,70
57,59,63,70,74
59,63,70,74,58
63,70,74,58,72
70,74,58,72,116
74,58,72,116,110
58,72,116,110,123
72,116,110,123,132
116,110,123,132,121
110,123,132,121,102
123,132,121,102,87
132,121,102,87,154
121,102,87,154,191
102,87,154,191,173
87,154,191,173,146
154,191,173,146,155
191,173,146,155,118
173,146,155,118,73
146,155,118,73,228
155,118,73,228,218
118,73,228,218,176
73,228,218,176,158
228,218,176,158,108
218,176,158,108,68
176,158,108,68,93
158,108,68,93,184
108,68,93,184,149
68,93,184,149,228
93,184,149,228,136
184,149,228,136,129
149,228,136,129,112
228,136,129,112,112
136,129,112,112,139
129,112,112,139,166
112,112,139,166,143
112,139,166,143,118
139,166,143,118,152
166,143,118,152,58
143,118,152,58,84
118,152,58,84,114
152,58,84,114,89
58,84,114,89,95
84,114,89,95,95
114,89,95,95,57
89,95,95,57,69
95,95,57,69,40
95,57,69,40,68
57,69,40,68,102
69,40,68,102,82
40,68,102,82,67
68,102,82,67,59
102,82,67,59,65
82,67,59,65,48
67,59,65,48,81
59,65,48,81,78
65,48,81,78,70
48,81,78,70,52
81,78,70,52,73
78,70,52,73,48
70,52,73,48,54
52,73,48,54,89
73,48,54,89,68
48,54,89,68,86
54,89,68,86,63
89,68,86,63,40
68,86,63,40,27
86,63,40,27,36
63,40,27,36,67
40,27,36,67,45
27,36,67,45,39
36,67,45,39,52
67,45,39,52,62
45,39,52,62,42
39,52,62,42,44
52,62,42,44,104
62,42,44,104,99
42,44,104,99,84
44,104,99,84,87
104,99,84,87,63
99,84,87,63,39
84,87,63,39,42
87,63,39,42,84
63,39,42,84,79
39,42,84,79,74
42,84,79,74,74
84,79,74,74,78
79,74,74,78,44
74,74,78,44,44
74,78,44,44,50
78,44,44,50,80
44,44,50,80,83
44,50,80,83,74
50,80,83,74,81
80,83,74,81,58
83,74,81,58,46
74,81,58,46,78
81,58,46,78,72
58,46,78,72,62
46,78,72,62,56
78,72,62,56,73
72,62,56,73,42
62,56,73,42,50
56,73,42,50,63
73,42,50,63,78
42,50,63,78,87
50,63,78,87,69
63,78,87,69,85
78,87,69,85,55
87,69,85,55,55
69,85,55,55,98
85,55,55,98,106
55,55,98,106,89
55,98,106,89,90
98,106,89,90,112
106,89,90,112,97
89,90,112,97,94
90,112,97,94,162
112,97,94,162,170
97,94,162,170,158
94,162,170,158,146
162,170,158,146,164
170,158,146,164,110
158,146,164,110,95
146,164,110,95,206
164,110,95,206,246
110,95,206,246,187
95,206,246,187,184
206,246,187,184,196
246,187,184,196,131
187,184,196,131,143
184,196,131,143,251
196,131,143,251,251
131,143,251,251,255
143,251,251,255,240
251,251,255,240,222
251,255,240,222,147
255,240,222,147,148
240,222,147,148,283
222,147,148,283,288
147,148,283,288,308
148,283,288,308,281
283,288,308,281,297
288,308,281,297,222
308,281,297,222,222
281,297,222,222,413
297,222,222,413,406
222,222,413,406,452
222,413,406,452,459
413,406,452,459,485
406,452,459,485,298
452,459,485,298,332
459,485,298,332,609
485,298,332,609,551
298,332,609,551,602
332,609,551,602,564
609,551,602,564,570
551,602,564,570,384
602,564,570,384,342
564,570,384,342,692
570,384,342,692,613
384,342,692,613,604
342,692,613,604,628
692,613,604,628,506
613,604,628,506,385
604,628,506,385,413
628,506,385,413,745
506,385,413,745,710
385,413,745,710,694
413,745,710,694,168
745,710,694,168,627
710,694,168,627,454
694,168,627,454,444
168,627,454,444,913
627,454,444,913,765
454,444,913,765,695
444,913,765,695,677
913,765,695,677,675
765,695,677,675,439
695,677,675,439,367
677,675,439,367,765
675,439,367,765,727
439,367,765,727,562
367,765,727,562,575
765,727,562,575,578
727,562,575,578,379
562,575,578,379,320
575,578,379,320,709
578,379,320,709,662
379,320,709,662,524
320,709,662,524,511
709,662,524,511,459
662,524,511,459,312
524,511,459,312,275
511,459,312,275,619
459,312,275,619,502
312,275,619,502,420
275,619,502,420,330
619,502,420,330,119
502,420,330,119,342
420,330,119,342,323
330,119,342,323,701
119,342,323,701,547
342,323,701,547,581
323,701,547,581,417
701,547,581,417,176
547,581,417,176,424
581,417,176,424,347
417,176,424,347,813
176,424,347,813,689
424,347,813,689,508
347,813,689,508,512
813,689,508,512,462
689,508,512,462,220
508,512,462,220,168
512,462,220,168,311
462,220,168,311,86
