45,41,32,23,16,39,29,30,27,13,14,39,37,28,31,29,30,29,57,59
41,32,23,16,39,29,30,27,13,14,39,37,28,31,29,30,29,57,59,63
32,23,16,39,29,30,27,13,14,39,37,28,31,29,30,29,57,59,63,70
23,16,39,29,30,27,13,14,39,37,28,31,29,30,29,57,59,63,70,74
16,39,29,30,27,13,14,39,37,28,31,29,30,29,57,59,63,70,74,58
39,29,30,27,13,14,39,37,28,31,29,30,29,57,59,63,70,74,58,72
29,30,27,13,14,39,37,28,31,29,30,29,57,59,63,70,74,58,72,116
30,27,13,14,39,37,28,31,29,30,29,57,59,63,70,74,58,72,116,110
27,13,14,39,37,28,31,29,30,29,57,59,63,70,74,58,72,116,110,123
13,14,39,37,28,31,29,30,29,57,59,63,70,74,58,72,116,110,123,132
14,39,37,28,31,29,30,29,57,59,63,70,74,58,72,116,110,123,132,121
39,37,28,31,29,30,29,57,59,63,70,74,58,72,116,110,123,132,121,102
37,28,31,29,30,29,57,59,63,70,74,58,72,116,110,123,132,121,102,87
28,31,29,30,29,57,59,63,70,74,58,72,116,110,123,132,121,102,87,154
31,29,30,29,57,59,63,70,74,58,72,116,110,123,132,121,102,87,154,191
29,30,29,57,59,63,70,74,58,72,116,110,123,132,121,102,87,154,191,173
30,29,57,59,63,70,74,58,72,116,110,123,132,121,102,87,154,191,173,146
29,57,59,63,70,74,58,72,116,110,123,132,121,102,87,154,191,173,146,155
57,59,63,70,74,58,72,116,110,123,132,121,102,87,154,191,173,146,155,118
59,63,70,74,58,72,116,110,123,132,121,102,87,154,191,173,146,155,118,73
63,70,74,58,72,116,110,123,132,121,102,87,154,191,173,146,155,118,73,228
70,74,58,72,116,110,123,132,121,102,87,154,191,173,146,155,118,73,228,218
74,58,72,116,110,123,132,121,102,87,154,191,173,146,155,118,73,228,218,176
58,72,116,110,123,132,121,102,87,154,191,173,146,155,118,73,228,218,176,158
72,116,110,123,132,121,102,87,154,191,173,146,155,118,73,228,218,176,158,108
116,110,123,132,121,102,87,154,191,173,146,155,118,73,228,218,176,158,108,68
110,123,132,121,102,87,154,191,173,146,155,118,73,228,218,176,158,108,68,93
123,132,121,102,87,154,191,173,146,155,118,73,228,218,176,158,108,68,93,184
132,121,102,87,154,191,173,146,155,118,73,228,218,176,158,108,68,93,184,149
121,102,87,154,191,173,146,155,118,73,228,218,176,158,108,68,93,184,149,228
102,87,154,191,173,146,155,118,73,228,218,176,158,108,68,93,184,149,228,136
87,154,191,173,146,155,118,73,228,218,176,158,108,68,93,184,149,228,136,129
154,191,173,146,155,118,73,228,218,176,158,108,68,93,184,149,228,136,129,112
191,173,146,155,118,73,228,218,176,158,108,68,93,184,149,228,136,129,112,112
173,146,155,118,73,228,218,176,158,108,68,93,184,149,228,136,129,112,112,139
146,155,118,73,228,218,176,158,108,68,93,184,149,228,136,129,112,112,139,166
155,118,73,228,218,176,158,108,68,93,184,149,228,136,129,112,112,139,166,143
118,73,228,218,176,158,108,68,93,184,149,228,136,129,112,112,139,166,143,118
73,228,218,176,158,108,68,93,184,149,228,136,129,112,112,139,166,143,118,152
228,218,176,158,108,68,93,184,149,228,136,129,112,112,139,166,143,118,152,58
218,176,158,108,68,93,184,149,228,136,129,112,112,139,166,143,118,152,58,84
176,158,108,68,93,184,149,228,136,129,112,112,139,166,143,118,152,58,84,114
158,108,68,93,184,149,228,136,129,112,112,139,166,143,118,152,58,84,114,89
108,68,93,184,149,228,136,129,112,112,139,166,143,118,152,58,84,114,89,95
68,93,184,149,228,136,129,112,112,139,166,143,118,152,58,84,114,89,95,95
93,184,149,228,136,129,112,112,139,166,143,118,152,58,84,114,89,95,95,57
184,149,228,136,129,112,112,139,166,143,118,152,58,84,114,89,95,95,57,69
149,228,136,129,112,112,139,166,143,118,152,58,84,114,89,95,95,57,69,40
228,136,129,112,112,139,166,143,118,152,58,84,114,89,95,95,57,69,40,68
136,129,112,112,139,166,143,118,152,58,84,114,89,95,95,57,69,40,68,102
129,112,112,139,166,143,118,152,58,84,114,89,95,95,57,69,40,68,102,82
112,112,139,166,143,118,152,58,84,114,89,95,95,57,69,40,68,102,82,67
112,139,166,143,118,152,58,84,114,89,95,95,57,69,40,68,102,82,67,59
139,166,143,118,152,58,84,114,89,95,95,57,69,40,68,102,82,67,59,65
166,143,118,152,58,84,114,89,95,95,57,69,40,68,102,82,67,59,65,48
143,118,152,58,84,114,89,95,95,57,69,40,68,102,82,67,59,65,48,81
118,152,58,84,114,89,95,95,57,69,40,68,102,82,67,59,65,48,81,78
152,58,84,114,89,95,95,57,69,40,68,102,82,67,59,65,48,81,78,70
58,84,114,89,95,95,57,69,40,68,102,82,67,59,65,48,81,78,70,52
84,114,89,95,95,57,69,40,68,102,82,67,59,65,48,81,78,70,52,73
114,89,95,95,57,69,40,68,102,82,67,59,65,48,81,78,70,52,73,48
89,95,95,57,69,40,68,102,82,67,59,65,48,81,78,70,52,73,48,54
95,95,57,69,40,68,102,82,67,59,65,48,81,78,70,52,73,48,54,89
95,57,69,40,68,102,82,67,59,65,48,81,78,70,52,73,48,54,89,68
57,69,40,68,102,82,67,59,65,48,81,78,70,52,73,48,54,89,68,86
69,40,68,102,82,67,59,65,48,81,78,70,52,73,48,54,89,68,86,63
40,68,102,82,67,59,65,48,81,78,70,52,73,48,54,89,68,86,63,40
68,102,82,67,59,65,48,81,78,70,52,73,48,54,89,68,86,63,40,27
102,82,67,59,65,48,81,78,70,52,73,48,54,89,68,86,63,40,27,36
82,67,59,65,48,81,78,70,52,73,48,54,89,68,86,63,40,27,36,67
67,59,65,48,81,78,70,52,73,48,54,89,68,86,63,40,27,36,67,45
59,65,48,81,78,70,52,73,48,54,89,68,86,63,40,27,36,67,45,39
65,48,81,78,70,52,73,48,54,89,68,86,63,40,27,36,67,45,39,52
48,81,78,70,52,73,48,54,89,68,86,63,40,27,36,67,45,39,52,62
81,78,70,52,73,48,54,89,68,86,63,40,27,36,67,45,39,52,62,42
78,70,52,73,48,54,89,68,86,63,40,27,36,67,45,39,52,62,42,44
70,52,73,48,54,89,68,86,63,40,27,36,67,45,39,52,62,42,44,104
52,73,48,54,89,68,86,63,40,27,36,67,45,39,52,62,42,44,104,99
73,48,54,89,68,86,63,40,27,36,67,45,39,52,62,42,44,104,99,84
48,54,89,68,86,63,40,27,36,67,45,39,52,62,42,44,104,99,84,87
54,89,68,86,63,40,27,36,67,45,39,52,62,42,44,104,99,84,87,63
89,68,86,63,40,27,36,67,45,39,52,62,42,44,104,99,84,87,63,39
68,86,63,40,27,36,67,45,39,52,62,42,44,104,99,84,87,63,39,42
86,63,40,27,36,67,45,39,52,62,42,44,104,99,84,87,63,39,42,84
63,40,27,36,67,45,39,52,62,42,44,104,99,84,87,63,39,42,84,79
40,27,36,67,45,39,52,62,42,44,104,99,84,87,63,39,42,84,79,74
27,36,67,45,39,52,62,42,44,104,99,84,87,63,39,42,84,79,74,74
36,67,45,39,52,62,42,44,104,99,84,87,63,39,42,84,79,74,74,78
67,45,39,52,62,42,44,104,99,84,87,63,39,42,84,79,74,74,78,44
45,39,52,62,42,44,104,99,84,87,63,39,42,84,79,74,74,78,44,44
39,52,62,42,44,104,99,84,87,63,39,42,84,79,74,74,78,44,44,50
52,62,42,44,104,99,84,87,63,39,42,84,79,74,74,78,44,44,50,80
62,42,44,104,99,84,87,63,39,42,84,79,74,74,78,44,44,50,80,83
42,44,104,99,84,87,63,39,42,84,79,74,74,78,44,44,50,80,83,74
44,104,99,84,87,63,39,42,84,79,74,74,78,44,44,50,80,83,74,81
104,99,84,87,63,39,42,84,79,74,74,78,44,44,50,80,83,74,81,58
99,84,87,63,39,42,84,79,74,74,78,44,44,50,80,83,74,81,58,46
84,87,63,39,42,84,79,74,74,78,44,44,50,80,83,74,81,58,46,78
87,63,39,42,84,79,74,74,78,44,44,50,80,83,74,81,58,46,78,72
63,39,42,84,79,74,74,78,44,44,50,80,83,74,81,58,46,78,72,62
39,42,84,79,74,74,78,44,44,50,80,83,74,81,58,46,78,72,62,56
42,84,79,74,74,78,44,44,50,80,83,74,81,58,46,78,72,62,56,73
84,79,74,74,78,44,44,50,80,83,74,81,58,46,78,72,62,56,73,42
79,74,74,78,44,44,50,80,83,74,81,58,46,78,72,62,56,73,42,50
74,74,78,44,44,50,80,83,74,81,58,46,78,72,62,56,73,42,50,63
74,78,44,44,50,80,83,74,81,58,46,78,72,62,56,73,42,50,63,78
78,44,44,50,80,83,74,81,58,46,78,72,62,56,73,42,50,63,78,87
44,44,50,80,83,74,81,58,46,78,72,62,56,73,42,50,63,78,87,69
44,50,80,83,74,81,58,46,78,72,62,56,73,42,50,63,78,87,69,85
50,80,83,74,81,58,46,78,72,62,56,73,42,50,63,78,87,69,85,55
80,83,74,81,58,46,78,72,62,56,73,42,50,63,78,87,69,85,55,55
83,74,81,58,46,78,72,62,56,73,42,50,63,78,87,69,85,55,55,98
74,81,58,46,78,72,62,56,73,42,50,63,78,87,69,85,55,55,98,106
81,58,46,78,72,62,56,73,42,50,63,78,87,69,85,55,55,98,106,89
58,46,78,72,62,56,73,42,50,63,78,87,69,85,55,55,98,106,89,90
46,78,72,62,56,73,42,50,63,78,87,69,85,55,55,98,106,89,90,112
78,72,62,56,73,42,50,63,78,87,69,85,55,55,98,106,89,90,112,97
72,62,56,73,42,50,63,78,87,69,85,55,55,98,106,89,90,112,97,94
62,56,73,42,50,63,78,87,69,85,55,55,98,106,89,90,112,97,94,162
56,73,42,50,63,78,87,69,85,55,55,98,106,89,90,112,97,94,162,170
73,42,50,63,78,87,69,85,55,55,98,106,89,90,112,97,94,162,170,158
42,50,63,78,87,69,85,55,55,98,106,89,90,112,97,94,162,170,158,146
50,63,78,87,69,85,55,55,98,106,89,90,112,97,94,162,170,158,146,164
63,78,87,69,85,55,55,98,106,89,90,112,97,94,162,170,158,146,164,110
78,87,69,85,55,55,98,106,89,90,112,97,94,162,170,158,146,164,110,95
87,69,85,55,55,98,106,89,90,112,97,94,162,170,158,146,164,110,95,206
69,85,55,55,98,106,89,90,112,97,94,162,170,158,146,164,110,95,206,246
85,55,55,98,106,89,90,112,97,94,162,170,158,146,164,110,95,206,246,187
55,55,98,106,89,90,112,97,94,162,170,158,146,164,110,95,206,246,187,184
55,98,106,89,90,112,97,94,162,170,158,146,164,110,95,206,246,187,184,196
98,106,89,90,112,97,94,162,170,158,146,164,110,95,206,246,187,184,196,131
106,89,90,112,97,94,162,170,158,146,164,110,95,206,246,187,184,196,131,143
89,90,112,97,94,162,170,158,146,164,110,95,206,246,187,184,196,131,143,251
90,112,97,94,162,170,158,146,164,110,95,206,246,187,184,196,131,143,251,251
112,97,94,162,170,158,146,164,110,95,206,246,187,184,196,131,143,251,251,255
97,94,162,170,158,146,164,110,95,206,246,187,184,196,131,143,251,251,255,240
94,162,170,158,146,164,110,95,206,246,187,184,196,131,143,251,251,255,240,222
162,170,158,146,164,110,95,206,246,187,184,196,131,143,251,251,255,240,222,147
170,158,146,164,110,95,206,246,187,184,196,131,143,251,251,255,240,222,147,148
158,146,164,110,95,206,246,187,184,196,131,143,251,251,255,240,222,147,148,283
146,164,110,95,206,246,187,184,196,131,143,251,251,255,240,222,147,148,283,288
164,110,95,206,246,187,184,196,131,143,251,251,255,240,222,147,148,283,288,308
110,95,206,246,187,184,196,131,143,251,251,255,240,222,147,148,283,288,308,281
95,206,246,187,184,196,131,143,251,251,255,240,222,147,148,283,288,308,281,297
206,246,187,184,196,131,143,251,251,255,240,222,147,148,283,288,308,281,297,222
246,187,184,196,131,143,251,251,255,240,222,147,148,283,288,308,281,297,222,222
187,184,196,131,143,251,251,255,240,222,147,148,283,288,308,281,297,222,222,413
184,196,131,143,251,251,255,240,222,147,148,283,288,308,281,297,222,222,413,406
196,131,143,251,251,255,240,222,147,148,283,288,308,281,297,222,222,413,406,452
131,143,251,251,255,240,222,147,148,283,288,308,281,297,222,222,413,406,452,459
143,251,251,255,240,222,147,148,283,288,308,281,297,222,222,413,406,452,459,485
251,251,255,240,222,147,148,283,288,308,281,297,222,222,413,406,452,459,485,298
251,255,240,222,147,148,283,288,308,281,297,222,222,413,406,452,459,485,298,332
255,240,222,147,148,283,288,308,281,297,222,222,413,406,452,459,485,298,332,609
240,222,147,148,283,288,308,281,297,222,222,413,406,452,459,485,298,332,609,551
222,147,148,283,288,308,281,297,222,222,413,406,452,459,485,298,332,609,551,602
147,148,283,288,308,281,297,222,222,413,406,452,459,485,298,332,609,551,602,564
148,283,288,308,281,297,222,222,413,406,452,459,485,298,332,609,551,602,564,570
283,288,308,281,297,222,222,413,406,452,459,485,298,332,609,551,602,564,570,384
288,308,281,297,222,222,413,406,452,459,485,298,332,609,551,602,564,570,384,342
308,281,297,222,222,413,406,452,459,485,298,332,609,551,602,564,570,384,342,692
281,297,222,222,413,406,452,459,485,298,332,609,551,602,564,570,384,342,692,613
297,222,222,413,406,452,459,485,298,332,609,551,602,564,570,384,342,692,613,604
222,222,413,406,452,459,485,298,332,609,551,602,564,570,384,342,692,613,604,628
222,413,406,452,459,485,298,332,609,551,602,564,570,384,342,692,613,604,628,506
413,406,452,459,485,298,332,609,551,602,564,570,384,342,692,613,604,628,506,385
406,452,459,485,298,332,609,551,602,564,570,384,342,692,613,604,628,506,385,413
452,459,485,298,332,609,551,602,564,570,384,342,692,613,604,628,506,385,413,745
459,485,298,332,609,551,602,564,570,384,342,692,613,604,628,506,385,413,745,710
485,298,332,609,551,602,564,570,384,342,692,613,604,628,506,385,413,745,710,694
298,332,609,551,602,564,570,384,342,692,613,604,628,506,385,413,745,710,694,168
332,609,551,602,564,570,384,342,692,613,604,628,506,385,413,745,710,694,168,627
609,551,602,564,570,384,342,692,613,604,628,506,385,413,745,710,694,168,627,454
551,602,564,570,384,342,692,613,604,628,506,385,413,745,710,694,168,627,454,444
602,564,570,384,342,692,613,604,628,506,385,413,745,710,694,168,627,454,444,913
564,570,384,342,692,613,604,628,506,385,413,745,710,694,168,627,454,444,913,765
570,384,342,692,613,604,628,506,385,413,745,710,694,168,627,454,444,913,765,695
384,342,692,613,604,628,506,385,413,745,710,694,168,627,454,444,913,765,695,677
342,692,613,604,628,506,385,413,745,710,694,168,627,454,444,913,765,695,677,675
692,613,604,628,506,385,413,745,710,694,168,627,454,444,913,765,695,677,675,439
613,604,628,506,385,413,745,710,694,168,627,454,444,913,765,695,677,675,439,367
604,628,506,385,413,745,710,694,168,627,454,444,913,765,695,677,675,439,367,765
628,506,385,413,745,710,694,168,627,454,444,913,765,695,677,675,439,367,765,727
506,385,413,745,710,694,168,627,454,444,913,765,695,677,675,439,367,765,727,562
385,413,745,710,694,168,627,454,444,913,765,695,677,675,439,367,765,727,562,575
413,745,710,694,168,627,454,444,913,765,695,677,675,439,367,765,727,562,575,578
745,710,694,168,627,454,444,913,765,695,677,675,439,367,765,727,562,575,578,379
710,694,168,627,454,444,913,765,695,677,675,439,367,765,727,562,575,578,379,320
694,168,627,454,444,913,765,695,677,675,439,367,765,727,562,575,578,379,320,709
168,627,454,444,913,765,695,677,675,439,367,765,727,562,575,578,379,320,709,662
627,454,444,913,765,695,677,675,439,367,765,727,562,575,578,379,320,709,662,524
454,444,913,765,695,677,675,439,367,765,727,562,575,578,379,320,709,662,524,511
444,913,765,695,677,675,439,367,765,727,562,575,578,379,320,709,662,524,511,459
913,765,695,677,675,439,367,765,727,562,575,578,379,320,709,662,524,511,459,312
765,695,677,675,439,367,765,727,562,575,578,379,320,709,662,524,511,459,312,275
695,677,675,439,367,765,727,562,575,578,379,320,709,662,524,511,459,312,275,619
677,675,439,367,765,727,562,575,578,379,320,709,662,524,511,459,312,275,619,502
675,439,367,765,727,562,575,578,379,320,709,662,524,511,459,312,275,619,502,420
439,367,765,727,562,575,578,379,320,709,662,524,511,459,312,275,619,502,420,330
367,765,727,562,575,578,379,320,709,662,524,511,459,312,275,619,502,420,330,119
765,727,562,575,578,379,320,709,662,524,511,459,312,275,619,502,420,330,119,342
727,562,575,578,379,320,709,662,524,511,459,312,275,619,502,420,330,119,342,323
562,575,578,379,320,709,662,524,511,459,312,275,619,502,420,330,119,342,323,701
575,578,379,320,709,662,524,511,459,312,275,619,502,420,330,119,342,323,701,547
578,379,320,709,662,524,511,459,312,275,619,502,420,330,119,342,323,701,547,581
379,320,709,662,524,511,459,312,275,619,502,420,330,119,342,323,701,547,581,417
320,709,662,524,511,459,312,275,619,502,420,330,119,342,323,701,547,581,417,176
709,662,524,511,459,312,275,619,502,420,330,119,342,323,701,547,581,417,176,424
662,524,511,459,312,275,619,502,420,330,119,342,323,701,547,581,417,176,424,347
524,511,459,312,275,619,502,420,330,119,342,323,701,547,581,417,176,424,347,813
511,459,312,275,619,502,420,330,119,342,323,701,547,581,417,176,424,347,813,689
459,312,275,619,502,420,330,119,342,323,701,547,581,417,176,424,347,813,689,508
312,275,619,502,420,330,119,342,323,701,547,581,417,176,424,347,813,689,508,512
275,619,502,420,330,119,342,323,701,547,581,417,176,424,347,813,689,508,512,462
619,502,420,330,119,342,323,701,547,581,417,176,424,347,813,689,508,512,462,220
502,420,330,119,342,323,701,547,581,417,176,424,347,813,689,508,512,462,220,168
420,330,119,342,323,701,547,581,417,176,424,347,813,689,508,512,462,220,168,311
330,119,342,323,701,547,581,417,176,424,347,813,689,508,512,462,220,168,311,86
